"url"	"urlid"	"boilerplate"	"alchemy_category"	"alchemy_category_score"	"avglinksize"	"commonlinkratio_1"	"commonlinkratio_2"	"commonlinkratio_3"	"commonlinkratio_4"	"compression_ratio"	"embed_ratio"	"framebased"	"frameTagRatio"	"hasDomainLink"	"html_ratio"	"image_ratio"	"is_news"	"lengthyLinkDomain"	"linkwordscore"	"news_front_page"	"non_markup_alphanum_characters"	"numberOfLinks"	"numwords_in_url"	"parametrizedLinkRatio"	"spelling_errors_ratio"	"label"
"http://www.bloomberg.com/news/2010-12-23/ibm-predicts-holographic-calls-air-breathing-batteries-by-2015.html"	"4042"	"{""title"":""IBM Sees Holographic Calls Air Breathing Batteries ibm sees holographic calls, air-breathing batteries"",""body"":""A sign stands outside the International Business Machines Corp IBM Almaden Research Center campus in San Jose California Photographer Tony Avelar Bloomberg Buildings stand at the International Business Machines Corp IBM Almaden Research Center campus in the Santa Teresa Hills of San Jose California Photographer Tony Avelar Bloomberg By 2015 your mobile phone will project a 3 D image of anyone who calls and your laptop will be powered by kinetic energy At least that s what International Business Machines Corp sees in its crystal ball The predictions are part of an annual tradition for the Armonk New York based company which surveys its 3 000 researchers to find five ideas expected to take root in the next five years IBM the world s largest provider of computer services looks to Silicon Valley for input gleaning many ideas from its Almaden research center in San Jose California Holographic conversations projected from mobile phones lead this year s list The predictions also include air breathing batteries computer programs that can tell when and where traffic jams will take place environmental information generated by sensors in cars and phones and cities powered by the heat thrown off by computer servers These are all stretch goals and that s good said Paul Saffo managing director of foresight at the investment advisory firm Discern in San Francisco In an era when pessimism is the new black a little dose of technological optimism is not a bad thing For IBM it s not just idle speculation The company is one of the few big corporations investing in long range research projects and it counts on innovation to fuel growth Saffo said Not all of its predictions pan out though IBM was overly optimistic about the spread of speech technology for instance When the ideas do lead to products they can have broad implications for society as well as IBM s bottom line he said Research Spending They have continued to do research when all the other grand research organizations are gone said Saffo who is also a consulting associate professor at Stanford University IBM invested 5 8 billion in research and development last year 6 1 percent of revenue While that s down from about 10 percent in the early 1990s the company spends a bigger share on research than its computing rivals Hewlett Packard Co the top maker of personal computers spent 2 4 percent last year At Almaden scientists work on projects that don t always fit in with IBM s computer business The lab s research includes efforts to develop an electric car battery that runs 500 miles on one charge a filtration system for desalination and a program that shows changes in geographic data IBM rose 9 cents to 146 04 at 11 02 a m in New York Stock Exchange composite trading The stock had gained 11 percent this year before today Citizen Science The list is meant to give a window into the company s innovation engine said Josephine Cheng a vice president at IBM s Almaden lab All this demonstrates a real culture of innovation at IBM and willingness to devote itself to solving some of the world s biggest problems she said Many of the predictions are based on projects that IBM has in the works One of this year s ideas that sensors in cars wallets and personal devices will give scientists better data about the environment is an expansion of the company s citizen science initiative Earlier this year IBM teamed up with the California State Water Resources Control Board and the City of San Jose Environmental Services to help gather information about waterways Researchers from Almaden created an application that lets smartphone users snap photos of streams and creeks and report back on conditions The hope is that these casual observations will help local and state officials who don t have the resources to do the work themselves Traffic Predictors IBM also sees data helping shorten commutes in the next five years Computer programs will use algorithms and real time traffic information to predict which roads will have backups and how to avoid getting stuck Batteries may last 10 times longer in 2015 than today IBM says Rather than using the current lithium ion technology new models could rely on energy dense metals that only need to interact with the air to recharge Some electronic devices might ditch batteries altogether and use something similar to kinetic wristwatches which only need to be shaken to generate a charge The final prediction involves recycling the heat generated by computers and data centers Almost half of the power used by data centers is currently spent keeping the computers cool IBM scientists say it would be better to harness that heat to warm houses and offices In IBM s first list of predictions compiled at the end of 2006 researchers said instantaneous speech translation would become the norm That hasn t happened yet While some programs can quickly translate electronic documents and instant messages and other apps can perform limited speech translation there s nothing widely available that acts like the universal translator in Star Trek Second Life The company also predicted that online immersive environments such as Second Life would become more widespread While immersive video games are as popular as ever Second Life s growth has slowed Internet users are flocking instead to the more 2 D environments of Facebook Inc and Twitter Inc Meanwhile a 2007 prediction that mobile phones will act as a wallet ticket broker concierge bank and shopping assistant is coming true thanks to the explosion of smartphone applications Consumers can pay bills through their banking apps buy movie tickets and get instant feedback on potential purchases all with a few taps on their phones The nice thing about the list is that it provokes thought Saffo said If everything came true they wouldn t be doing their job To contact the reporter on this story Ryan Flinn in San Francisco at rflinn bloomberg net To contact the editor responsible for this story Tom Giles at tgiles5 bloomberg net by 2015, your mobile phone will project a 3-d image of anyone who calls and your laptop will be powered by kinetic energy. at least that\u2019s what international business machines corp. sees in its crystal ball."",""url"":""bloomberg news 2010 12 23 ibm predicts holographic calls air breathing batteries by 2015 html""}"	"business"	"0.789131"	"2.055555556"	"0.676470588"	"0.205882353"	"0.047058824"	"0.023529412"	"0.443783175"	"0"	"0"	"0.09077381"	"0"	"0.245831182"	"0.003883495"	"1"	"1"	"24"	"0"	"5424"	"170"	"8"	"0.152941176"	"0.079129575"	"0"
"http://www.popsci.com/technology/article/2012-07/electronic-futuristic-starting-gun-eliminates-advantages-races"	"8471"	"{""title"":""The Fully Electronic Futuristic Starting Gun That Eliminates Advantages in Races the fully electronic, futuristic starting gun that eliminates advantages in races the fully electronic, futuristic starting gun that eliminates advantages in races"",""body"":""And that can be carried on a plane without the hassle too The Omega E Gun Starting Pistol Omega It s easy to take for granted just how insanely close some Olympic races are and how much the minutiae of it all can matter The perfect example is the traditional starting gun Seems easy You pull a trigger and the race starts Boom What people don t consider When a conventional gun goes off the sound travels to the ears of the closest runner a fraction of a second sooner than the others That s just enough to matter and why the latest starting pistol has traded in the mechanical boom for orchestrated electronic noise Omega has been the watch company tasked as the official timekeeper of the Olympic Games since 1932 At the 2010 Vancouver games they debuted their new starting gun which is a far cry from the iconic revolvers associated with early games it s clearly electronic but still more than a button that s pressed to get the show rolling About as far away as you can get probably while still clearly being a starting gun Pull the trigger once and off the Olympians go If it s pressed twice consecutively it signals a false start Working through a speaker system is what eliminates any kind of advantage for athletes It s not a big advantage being close to a gun but the sound of the bullet traveling one meter every three milliseconds could contribute to a win Powder pistols have been connected to a speaker system before but even then runners could react to the sound of the real pistol firing rather than wait for the speaker sounds to reach them This year s setup will have speakers placed equidistant from runners forcing the sound to reach each competitor at exactly the same time It wouldn t be an enormous difference Omega Timing board member Peter H\u00fcrzeler said in an email but when you think about reaction times being measured in tiny fractions of a second placing a speaker behind each lane has eliminated any sort of advantage for any athlete They all hear the start commands and signal at exactly the same moment There s also an ulterior reason for its look In a post September 11th world a gun on its way to a major event is going to raise more than a few TSA eyebrows even if it s a realistic looking fake Rather than deal with that the e gun can be transported while still maintaining the general look of a starting gun But there s still nothing like hearing a starting gun go off at the start of a race more than signaling the runners there s probably some Pavlovian response after more than a century of Olympic games that make people want to hear the real thing not a whiny electronic noise Everyone in the stands at home thankfully will still be getting that The sound is programmable and can be synthesized to sound like almost anything H\u00fcrzeler says but we program it to sound like a pistol it s a way to use the best possible starting technology but to keep a rich tradition alive and that can be carried on a plane without the hassle, too technology,gadgets,london 2012,london olympics,olympics,omega,starting guns,summer olympics,timing,popular science,popsci"",""url"":""popsci technology article 2012 07 electronic futuristic starting gun eliminates advantages races""}"	"recreation"	"0.574147"	"3.677966102"	"0.50802139"	"0.288770053"	"0.213903743"	"0.144385027"	"0.468648998"	"0"	"0"	"0.098707403"	"0"	"0.203489628"	"0.088652482"	"1"	"1"	"40"	"0"	"4973"	"187"	"9"	"0.181818182"	"0.125448029"	"1"
"http://www.menshealth.com/health/flu-fighting-fruits?cm_mmc=Facebook-_-MensHealth-_-Content-Health-_-FightFluWithFruit"	"1164"	"{""title"":""Fruits that Fight the Flu fruits that fight the flu | cold & flu | men's health"",""body"":""Apples The most popular source of antioxidants in our diet one apple has an antioxidant effect equivalent to 1 500 mg of vitamin C Apples are loaded with protective flavonoids which may prevent heart disease and cancer Next Papayas With 250 percent of the RDA of vitamin C a papaya can help kick a cold right out of your system The beta carotene and vitamins C and E in papayas reduce inflammation throughout the body lessening the effects of asthma Next Cranberries Cranberries have more antioxidants than other common fruits and veggies One serving has five times the amount in broccoli Cranberries are a natural probiotic enhancing good bacteria levels in the gut and protecting it from foodborne illnesses Next Grapefruit Loaded with vitamin C grapefruit also contains natural compounds called limonoids which can lower cholesterol The red varieties are a potent source of the cancer fighting substance lycopene Next Bananas One of the top food sources of vitamin B6 bananas help reduce fatigue depression stress and insomnia Bananas are high in magnesium which keeps bones strong and potassium which helps prevent heart disease and high blood pressure Next everything you need to know about cold and flu so you don\u2019t get sick this season, at men\u2019s health.com cold, flu, infection, sore throat, sneeze, immunity, germs, allergies, stay healthy, sick, contagious, medicines, cold medicine"",""url"":""menshealth health flu fighting fruits cm mmc Facebook Mens Health Content Health Fight Flu With Fruit""}"	"health"	"0.996526"	"2.382882883"	"0.562015504"	"0.321705426"	"0.120155039"	"0.042635659"	"0.525448029"	"0"	"0"	"0.072447859"	"0"	"0.22640177"	"0.120535714"	"1"	"1"	"55"	"0"	"2240"	"258"	"11"	"0.166666667"	"0.057613169"	"1"
"http://www.dumblittleman.com/2007/12/10-foolproof-tips-for-better-sleep.html"	"6684"	"{""title"":""10 Foolproof Tips for Better Sleep "",""body"":""There was a period in my life when I had a lot of problems with sleep It took me very long to fall asleep I was easily awaken and I simply wasn t getting enough of rest at night I didn t want to take medication and this led me to learn several tips and tricks that really helped me to overcome my insomnia Some of these tips I try to follow regularly Don t worry about not getting enough sleep Try not to worry about how much you sleep Such worrying can start a cycle of negative thoughts that contribute to a condition known as learned insomnia Learned insomnia occurs when you worry so much about whether or not you will be able to get adequate sleep that the bedtime rituals and behavior actually trigger insomnia Don t force yourself to sleep The very attempt of trying to do so actually awakes you making it more difficult to sleep Go to bed only when you are feeling really tired and sleepy Don t look at the alarm clock at night Looking at the clock promotes increased anxiety and obsession about time Body heating procedures Some studies suggest that soaking in hot water before going to bed can ease the transition into a deeper sleep Avoid oversleep Don t oversleep to make up for a poor night s sleep Doing so for even a couple of days can reset your body clock and make it harder for you to sleep at night Sex Sex is a well known nighttime stress reliever Healthy sex life enhances your relationship relaxes your body releases happy chemicals and even promotes wellness And it welcomes sleep Avoid alcohol as a sleeping aid Avoid the use of alcohol in the late evening The most common myth found among people is that they believe alcohol helps in the sleep But the fact is alcohol may initially act as sedative but it produces a number of sleep impairing effects in the long run Associate your bed and bedroom with sleep and sex only Don t watch TV eat or read in bed Although these things help some people sleep they can also give your brain the idea that bed isn t just for sleeping and this can keep you awake Naps If you suffer from insomnia try not taking a nap If the goal is to sleep more during the night napping may steal hours desired later on If you re a regular napper and experiencing difficulty falling or staying asleep at night give up the nap and see what happens Written by C Simmons of HealthAssist net dumb little man shares ideas to make the everyday person more productive in life. expect to read tips on finance, saving money, business, and some diy for the house. tips,diy,money,finance,advice,productivity,efficient,technology,saving,software,business,tools"",""url"":""dumblittleman 2007 12 10 foolproof tips for better sleep html""}"	"health"	"0.801248"	"1.543103448"	"0.4"	"0.1"	"0.016666667"	"0"	"0.480724749"	"0"	"0"	"0.095860566"	"0"	"0.265655744"	"0.035343035"	"1"	"0"	"24"	"0"	"2737"	"120"	"5"	"0.041666667"	"0.100858369"	"1"
"http://bleacherreport.com/articles/1205138-the-50-coolest-jerseys-you-didnt-know-existed?show_full="	"9006"	"{""title"":""The 50 Coolest Jerseys You Didn t Know Existed coolest jerseys you haven't seen"",""body"":""Jersey sales is a curious business Whether you re buying the stylish top to represent your favorite team player or color you re always missing out on better artwork With No 18 Colts jerseys continuing to flood the streets it s about time we educate the sports public about the real masterpieces that have yet to be embraced Forget importance or legacy these upcoming selections will be based solely on visual brilliance We ve scoured the surface of the earth in hopes of finding the ultimate collection of sports jerseys And it s about time we share the findings Here are 50 ridiculous jerseys to brighten your day Grab a camera these shots don t come along often 50 Philadelphia Phillies Throwback Jersey With a curvaceous P on the front and a kelly green backdrop it s time to blow the mothballs off of this legendary masterpiece Solid hard nosed and pure Meet Pete Rose 49 Houston Aeros Away Jersey These designers have thrust their Aeros into the upper tier of the American Hockey League with this curious creation Aggressive yet elegant 48 Florida Panthers 3rd Jersey Blue and darker blue aren t exactly Panthers colors but this jersey as a whole reeks of solid domination On the other hand it also screams Pittsburgh Penguins 47 Pittsburgh Pirates Negro League Jersey There s nothing like Heritage Week to bring back the old days The Homestead Grays clearly believed in simplicity and class Less continues to be more 46 Edmonton Oil Kings Military Jersey This Western Hockey League club is prepared to do whatever it takes to cement its name in history forever And that includes fashioning a Jackson Pollack esque display of paint madness More simply referred to as the Military Appreciation Jerseys Abstract art at its finest 45 Cincinnati Stingers Away Jersey This 70s World Hockey Association masterpiece can t possibly be gulped all at once It s too powerful Here is the rest 44 Kingston Frontenacs Don Cherry Jersey The Kingston Frontenacs are still several suits away from reaching greatness but the Ontario Hockey League just got a lot cooler with this mockery of NHL analyst and nut Don Cherry Risky business though as this can often be misconstrued as brutal 43 Atlanta Braves Throwback Jersey Worn by Hank Aaron and his pack of Braves during the franchise s first two seasons in Atlanta 1966 67 this simple off white piece of cloth is a pleasant vacation for the pupils With a player number replacing the chest high tomahawk and an iconic badge on the sleeve these jerseys present solid compliments to the everyday white and red 42 Montreal Canadiens Throwback Jersey When the Canadiens broke out their 1910 11 Centennial jerseys few were ready for such festive aggression An early Christmas present 41 Missouri Tigers New Jersey Forget the heart of a lion This Missouri squad is ready to prove they possess the mind of a Tiger Enhanced durability makes these cats ferocious 40 North Stars Jersey Minnesota enjoyed the green and yellow North Stars from 1967 to 1993 before they moved to Dallas and became the Stars Minnesota Wild 2000 present brass evidently decided not to follow suit 39 Pittsburgh Steelers Throwback Jersey If these 80th season jerseys truly are inspired by bumblebees then due credit goes to those talented honey dwellers They may be tough on the eyes but these obtuse jerseys are a refreshing and necessary addition to the NFL Only in doses though 38 France New Away Jersey The stripe work may seem excessive but let s be real You can never have enough stripes Just as long as France doesn t get mistaken for a pack of referees 37 Anaheim Ducks Goldberg Jersey David Wright continues to amaze us with his potent disregard for the routine This is no regular Ducks sweater But it s clearly phenomenal 36 Montreal Canadiens Centennial Jersey These 1912 1913 throwbacks give us another reason to love stripes But we re still searching for Waldo 35 Turkey New Away Jersey Simple yet effective is the direction these designers seemed headed for The edgy lettering and gnarly ray of light shining from the back makes this potent presentation almost magical 34 Halifax Mooseheads Jersey The firm red shoulders pads curved lettering and complimentary script are the main ingredients for artistic brilliance The CHL is simply epic 33 California Golden Seals Jersey One of six teams added to the league as part of the 1967 NHL expansion the California Golden Seals never truly grasped the importance of winning on the ice they moved to Cleveland and became the Barons in 1976 They were clearly more focused on keeping their elegant white skates squeaky clean 32 Tampa Bay Lightning 3rd Jersey Released in 08 these silver trimmed knockouts are subtly intense It s refreshing The diagonal style lettering is a slight but necessary detail 31 Miami Heat Orange and Pink Jersey They only played in the ABA for two years 1968 1970 but that didn t keep today s superstars from remembering the Miami Floridians White pink orange black It might be too festive Though never too unique 30 Mighty Ducks of Anaheim 3rd Jersey Not only does the centerpiece bird look like a steroid struck or murderous version of Daffy Duck but he also appears ready to dominate the ice They re far from traditional and far from boring 29 Connecticut Whale Jersey Since 2010 this AHL uniform has dominated the competition The Hartford Whalers esque feel gives the Whale a mighty advantage on camera 28 Los Angeles Kings Throwback Jersey This purple and yellow elegance has rarely let down the illustrious Lakers so perhaps the Kings should turn back the clock and embrace their retro look Beating the Devils for the massive Stanley Cup would be a memorable first step to a new tradition 27 Maryland Terrapins New Jersey If the checkered oddly shaped new Maryland jerseys don t get your senses riled up perhaps their gold alternates will Loving the shoulder pad creativity at this moment although this wild flow may become a visual issue in the future 26 Portugal New Away Jersey The precise coloring cornered numbering and vibrant crosshairs make Portugal s new away kit one for the ages Quality over quantity 25 ZSC Lions Victoria Cup Jersey Founded in 1930 the ZSC Lions are clearly experienced in the art of victory But this Switzerland club proved they were more than just a stylish crew when they beat the Chicago Blackhawks in 2009 for the Victoria Cup trophy 24 Boston Bruins 3rd Jersey With a bear hogging the center there s little about this jersey that doesn t scream amazing We may despise Boston s hockey club but we love their Bruin 23 Washington Redskins Alternate Jersey These yellow and red studs are a refreshing clean cut addition to the often cliched gridiron fashion business Letter circling on the helmet makes this a knockout 22 Rutgers Scarlet Knights New Jersey Underneath this fresh style is an exuberant smile unable to contain itself Oh yes look closely The Scarlet Knights seem ready for battle 21 Montreal Canadiens Centennial Jersey Word has it that this blue masterpiece was only worn for one year 1909 1910 but man what a year it was Time for a comeback 20 England New Away Jersey Rugby is already grueling enough but with a duel kit like this few others have a chance The staredown is classic 19 New York Rangers Heritage Jersey 18 Memphis Grizzlies Throwback Jersey As our eyes steadily adjust to the vibrant presentation it becomes clear that the Memphis Grizzlies have an intricate plan for victory Pleasantly distract all viewers 17 France New Home Jersey A ferocious blue display is perfectly complimented by slight gold lettering on the chest and sleeves Nike s new France home kit has all of Western Europe in a euphoric state 16 San Antonio Spurs Throwback Jersey From 1967 to 1973 the Dallas Chaparrals were easily the most stunning pack of ballers in the ABA And then they moved to San Antonio long before the Spurs decided to pay necessary tribute 15 New York Mets Throwback Jersey It seems the Mets have finally realized the atrocity surrounding their black uniforms A legendary NY scripted on their chest seals the deal Respect for baseball s former New York Giants 14 Quidditch Olympics Jersey The nerdiest sport on the planet just became perhaps the most fashionable as well with the introduction of their 2012 Summer Olympic tops Muggles may not possess the power to soar on broom sticks but they clearly know what it takes to look good 13 Oakland Athletics Throwback Jersey Just picture mustache extraordinaire Rollie Fingers sporting the green and yellow stirrups Truly kicking it old school 12 Chicago Blackhawks Throwback Jersey This 1936 inspired sweater does everything to escape the norm The tribal logo sets the tone while the cream white and red striping puts the finishing touches Epic 11 Texas Rangers Throwback Jersey This 1976 powder blue home uniform rests officially as one of the best to have ever graced the diamond The colorfully striped rims are a nice touch 10 Detroit Red Wings Throwback Jersey During their Cougar days Detroit s beloved franchise fashioned an intricate yet clean arsenal This eye pleasing presentation would define the Original Six and the NHL for years to come 9 Croatia New Home Jersey The design team designated to Croatia s EURO 2012 home kit seems to be simultaneously poking at greatness and insanity But let s be real this is pure genius 8 Ottawa Senators Heritage Jersey It must ve been tough for Senators captain Daniel Alfredsson to contain his exuberance during this moment and we respect him for trying Sure the design is creatively perfect but it s the story behind the cloth that has us in a frenzy All it took was one suggestion from graphic designer Jacob Barrette on an Ottawa Senators message board 7 Chicago White Sox Throwback Jersey Dick Allen s hipster glasses and epic stare hog this intense moment but we re still intrigued by the powder blue button down The Ambrose Burnside sideburns complete this masterful shot 6 Los Angeles Lakers Throwback Jersey The Minneapolis Lakers would only last 13 years 1947 1960 but they certainly cemented their spot in sports lore with five George Mikan led championships and vibrant suits Perfection 5 Great Britain New Olympics Jersey Thank you Leicester Riders forward and national team captain Andrew Sullivan for the pink touch The glistening top reeks of class and the solid neck of aggression Nicely done 4 Cleveland Cavaliers Hardwood Classic Jersey We saw the Cavs sport a blue and orange top during LeBron James days but not so much this retro piece The 1970 s wine and gold look is a keeper 3 Ohio State Buckeyes Throwback Jersey In honor of the 1954 Buckeyes team the Ohio State football team was seen repping these artistic keepers at Michigan Stadium several years back From the intricate sleeve work to the simple yet engaging helmets these uniforms epically compliment the gridiron 2 Golden State Warriors Throwback Jersey A faint blue and red trimming cements this less is more masterpiece in hardwood lore for good Purely classic 1 Brooklyn Dodgers Throwback Jersey What a brilliant shot for all Dodgers fans only in California of course The 1940 s road alternates help these West Coast superstars look the part rankings\/list, multiple sports, b\/r swagger, partners, sfgate, latimes, cool lists, outbrain, boston partners jersey sales is a curious business. whether you're buying the stylish top to represent your favorite team, player or color, you're always missing out on better artwork.  with no... jersey sales is a curious business. whether you're buying the stylish top to represent your favorite team, player or color, you're always missing out on better artwork.  with no..."",""url"":""bleacherreport articles 1205138 the 50 coolest jerseys you didnt know existed show_full""}"	"sports"	"0.719157"	"2.676470588"	"0.5"	"0.222222222"	"0.12345679"	"0.043209877"	"0.446143274"	"0"	"0"	"0.024908425"	"0"	"0.228887247"	"0.050473186"	"1"	"1"	"14"	"0"	"12032"	"162"	"10"	"0.098765432"	"0.082568807"	"0"
"http://www.conveniencemedical.com/genital-herpes-home.php"	"7018"	"{""url"":""conveniencemedical genital herpes home php"",""title"":""Genital Herpes Treatment "",""body"":""Genital herpes is caused by herpes simplex virus HSV 1 the most common type usually appears as cold sores on the mouth and lips whereas HSV 2 affects the genitals buttocks and rectum Patient s have reported that symptoms can appear five days after coming into contact with the virus on the other hand it may be months or even years until the first outbreak Unfortunately once you have caught the genital herpes virus there is no cure for it You can prevent the virus spreading and manage pain caused by the blisters with a course of anti viral treatment Should I have sex if I have genital herpes When you have symptoms of genital herpes HSV is very contagious when blisters are present and there is a high chance of passing on the virus if you have sex You should not have sex from the time symptoms first start until they are fully over If you do have sex using a condom may not fully protect against passing on the virus as the condom only protects the area that is covered When you do not have symptoms which is most of the time It is less likely that you will pass the virus on when you have sex However some virus will be present on the genital skin surface from time to time although infrequently So there is still a small chance that you may pass on the virus when you have sex when you do not have symptoms People who take antiviral medication long term to prevent recurrences have a reduced risk of passing on the virus What is aciclovir it is an antiviral tablet which aims to reduce the severity and duration of an outbreak of genital herpes How do I take the medicine One tablet three times a day for five days Start taking it as soon as you feel a herpes outbreak beginning What are the potential side effects Like any medication these include nausea vomiting diarrhoea or an allergic rash can occur Should this occur you should stop this medication immediately and contact us via your secure online patient record How effective is this treatment Should be effective in most patients if taken as soon as the signs of an outbreak occur How long will one course of treatment last One course is sufficient for a single outbreak genital herpes is a sexually transmitted infection caused by the herpes simplex virus (hsv), and is transmitted through unprotected and oral sex. anyone who is sexually active can catch genital herpes and if the genital herpes is left untreated it may spread to other parts of the body.""}"	"?"	"?"	"119"	"0.745454545"	"0.581818182"	"0.290909091"	"0.018181818"	"0.434639175"	"0"	"0"	"0.01984127"	"0"	"0.298299595"	"0.038636364"	"?"	"0"	"12"	"?"	"4368"	"55"	"3"	"0.054545455"	"0.087356322"	"0"
"http://gofashionlane.blogspot.tw/2012/06/american-wild-child.html"	"8685"	"{""title"":""fashion lane American Wild Child "",""body"":""Our favorite summer holiday is just around the corner and boy do we have a heavy dose of outfit inspiration just waiting for you American Wild Child the newest breed of trend reports features what we know are stellar 4th of July looks This summer holiday is the perfect occasion to rock all things Americana influenced whether it be a straight up American Flag over sized scarf styling note If you are beach pool bound this beauty makes for an amazing wrap cover up Winning a Furst of a Kind American flag Denim vest a red white and blue tie dye tank or even our favorite shoe freaks the Damsel bootie in the American flag print No matter what you are doing you are sure going to find a rad outfit that screams I am proud to be an American All pieces in the Trend Report are available at an LF near you PH Daniel Kincaid Styling Alexandra Sherman MU Hair Kait Marie Model Beth Whitson Vision "",""url"":""gofashionlane blogspot tw 2012 06 american wild child html""}"	"arts_entertainment"	"0.22111"	"0.773809524"	"0.215053763"	"0.053763441"	"0.043010753"	"0.043010753"	"0.579596413"	"0"	"0"	"0.039568345"	"0"	"0.218978009"	"0.311377246"	"1"	"0"	"21"	"0"	"1287"	"93"	"3"	"0.548387097"	"0.064327485"	"1"
"http://www.insidershealth.com/article/racing_for_recovery/3471"	"3402"	"{""url"":""insidershealth article racing for recovery 3471"",""title"":""Racing For Recovery by Dean Johnson racing for recovery by dean johnson - - insidershealth.com"",""body"":""Racing For Recovery is the growing idea that drug addiction and alcoholism can be cured by focusing one s energies towards something positive Eddie Freas tell CNN that I feel better when I m working out It does wonders for the mind The reason I started running it was a switch that went off in my head I started feeling positive and feeling great about myself It is true that dopamine levels can be increased by strenuous physical activity but is simply getting your fix in a healthy way actually healthy for you in the long run Freas admits to trying Alcoholics Anonymous and rehab but says the institutions did nothing to cure his drug addiction perhaps that is because of AA s non belief in the ability of a true addict to get cured they look at it as a disease that like cancer can only go into remission In any case Freas is sober today and has gotten there by doing something he loves that much is commendable Whether or not this strategy will better his quality of life or keep him sober over time has yet to be seen The trick apparently isn t just to exercise but to find something anything that will help This Content is restricted to our Community Login or Sign Up for an account to continue reading an insidershealth.com article regarding - racing for recovery by dean johnson. racing for recovery is the growing idea that drug addiction and alcoholism can be cured by focusing one&rsquo;s energies towards something positive. , , alternative health, article, homeopathic, health, natural medicine, natural cures, community""}"	"?"	"?"	"1.883333333"	"0.71969697"	"0.265151515"	"0.113636364"	"0.015151515"	"0.49934811"	"0"	"0"	"0.02661597"	"0"	"0.173745927"	"0.025830258"	"?"	"0"	"5"	"?"	"27656"	"132"	"4"	"0.068181818"	"0.148550725"	"0"
"http://www.valetmag.com/the-handbook/features/31-days/index.php?index1_middle_feature"	"477"	"{""title"":""Valet The Handbook 31 Days 31 days"",""body"":""Resolutions are for suckers Instead of swearing off sugar for all of two weeks simply vow to live better For the fourth annual 31 Days we re offering you all the tips and tricks needed to shape up for 2012 Each day brings new expert advice on how to look your best and live life to the fullest resolutions are for suckers. instead of swearing off sugar (for all of two weeks), simply vow to live better. for the fourth annual 31 days, we're offering you all the tips and tricks needed to shape up for 2012. each day brings new, expert advice on how to look your best, live life to the fullest and have a little fun while doing it. here's to starting the new decade off in style. valet, valetmag, 31 days, how to tips and tricks, style how tos resolutions are for suckers. instead of swearing off sugar (for all of two weeks), simply vow to live better. we show you how."",""url"":""valetmag the handbook features 31 days index php index1 middle feature""}"	"?"	"?"	"0.471502591"	"0.190721649"	"0.036082474"	"0"	"0"	"0.383199079"	"0"	"0"	"0.021705426"	"0"	"0.11496229"	"1.136645963"	"1"	"0"	"17"	"0"	"2471"	"194"	"7"	"0.644329897"	"0.125"	"1"
"http://www.howsweeteats.com/2010/03/24/cookies-and-cream-brownies/"	"6731"	"{""url"":""howsweeteats 2010 03 24 cookies and cream brownies"",""title"":""Cookies and Cream Brownies How Sweet It Is "",""body"":""More brownies It seems that I can t get through one full week without trying a new brownie combination Just wait until you see the next one I am going to experiment with These are super simple I used my go to brownie recipe and just added a few Oreos You could even do the same with boxed brownies Just make the frosting and add some more cookies I only frosted a few because I just don t love frosting on brownies Mr How Sweet really enjoyed the frosted ones If you waste a good 3 4 of your day on Twitter like I do you will know that last night Mr How Sweet brought me home a dozen hot pink roses I didn t make him dinner my half unpacked mess is strewn in 4 different rooms and I was in holey sweat pants once he got home Oh yes and I was half asleep while he professed his undying love to me And I just continued to lay there Sounds eerily similar to the night he proposed Good thing there were brownies on the counter As my dad says marriage is rarely 50 50 The cookies somewhat melted into the batter once baked but if you look closely you can see some cookies inside the brownies That is the best part The frosting is the same frosting I used for the cookies and cream cupcakes It is creamy delicious and looks like ice cream Can t beat that I think out of all the brownies I have made in the past few months these ones may be the best I love the texture Chewy gooey brownies crunchy cookies Cookies and Cream Brownies 2 3 squares baking chocolate 1 2 lb butter 2 cups sugar 4 eggs 1 cup flour 1 teaspoon vanilla 8 Oreo cookies crumbled Preheat oven to 350 Melt butter and baking sqaures in a microwave safe bowl In the mixing bowl cream melted butter and chocolate mixture Add in sugar and vanilla and beat until fluffy about 2 3 minutes Add in eggs beating one at a time Add flour and stir just until combined Fold in cookie crumbles Pour into greased 9 x 13 baking dish I used a 8 x 8 square cake pan Bake for 35 45 minutes or until just barely done Cool before frosting I changed this recipe slightly from my other brownie posts so if you have recently tried it try adding 2 more eggs Cookies and Cream Frosting 2 sticks butter softened 1 1 2 2 lbs powdered sugar 1 teaspoon vanilla 1 2 tablespoons milk 10 Oreo cookies Mix butter and powdered sugar together adding sugar gradually to the mix Add vanilla Mix in milk adding more if needed Continue to add milk and sugar until it reaches the desired consistency Crush Oreos and fold them into the frosting I don t think these brownies will last another evening in our house Ha who am I kidding They may not even last until Mr How Sweet gets home Now I need to find some spectacular recipe to make for dinner tonight And remind Mr How Sweet that he married someone 10 years younger not an old granny Tags brownies chocolate recipes more brownies! it seems that i can't get through one full week without trying a new brownie combination. just wait until you see the next one i am going to brownies,chocolate,recipes""}"	"?"	"?"	"2.41011236"	"0.469325153"	"0.101226994"	"0.018404908"	"0.003067485"	"0.465859401"	"0"	"0"	"0.012"	"0"	"0.205116573"	"0.20626151"	"?"	"1"	"14"	"?"	"11459"	"326"	"4"	"0.236196319"	"0.094412331"	"1"
